school,sex,age,address,family_size,parent_status,mother_edu,father_edu,mother_job,father_job,reason,guardian,travel_time,study_time,past_failures,school_edu_support,family_edu_support,extra_paid_classes,activities,nursery,higher_edu_aspiration,internet_at_home,romantic_rel,family_rel_rating,freetime_rating,go_out_rating,alc_weekday,alc_weekend,health_rating,num_absences,CLASS
0,0,3,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,1,0,0,3,2,3,0,0,2,6,3
0,0,2,1,0,1,3,3,0,2,0,0,3,0,0,0,1,0,0,0,1,1,0,4,2,2,0,0,2,4,3
0,0,0,1,1,1,3,3,0,2,2,1,3,0,3,1,0,1,0,1,1,1,0,3,2,1,1,2,2,10,3
0,0,0,1,0,1,0,1,1,3,1,1,3,1,0,0,1,1,1,1,1,1,1,2,1,1,0,0,4,2,1
0,0,1,1,0,1,4,4,2,2,1,0,3,0,0,0,1,1,0,1,1,0,0,3,2,1,0,1,4,4,2
0,1,1,1,1,1,0,4,3,2,3,1,3,0,0,0,1,1,1,1,1,1,0,4,3,1,0,1,4,10,1
0,1,1,1,1,1,1,1,2,2,1,1,3,0,0,0,0,0,0,1,1,1,0,3,3,3,0,0,2,0,2
0,0,2,1,0,0,0,0,2,4,1,1,0,0,0,1,1,0,0,1,1,0,0,3,0,3,0,0,0,6,3
0,1,0,1,1,0,4,1,3,2,1,1,3,0,0,0,1,1,0,1,1,1,0,3,1,1,0,0,0,0,0
0,1,0,1,0,1,4,0,2,2,1,1,3,0,0,0,1,1,1,1,1,1,0,4,4,0,0,0,4,0,1
0,0,0,1,0,1,0,0,4,1,3,1,3,0,0,0,1,1,0,1,1,1,0,2,2,2,0,1,1,0,3
0,0,0,1,0,1,1,3,3,2,3,0,1,1,0,0,1,0,1,1,1,1,0,4,1,1,0,0,3,4,2
0,1,0,1,1,1,0,0,1,3,0,0,3,3,0,0,1,1,1,1,1,1,0,3,2,2,0,2,4,2,1
0,1,0,1,0,1,0,4,4,2,0,1,0,0,0,0,1,1,0,1,1,1,0,4,3,2,0,1,2,2,2
0,1,0,1,0,0,1,1,2,2,1,2,3,1,0,0,1,0,0,1,1,1,1,3,4,1,0,0,2,0,0
0,0,1,1,0,1,0,0,1,2,1,1,3,3,0,0,1,0,0,1,1,1,0,3,3,3,0,1,1,4,1
0,0,1,1,0,1,0,0,3,3,3,1,3,1,0,0,1,1,1,1,1,1,0,2,1,2,0,1,1,6,1
0,0,1,1,0,1,4,4,2,2,3,1,1,0,0,1,1,0,1,1,1,0,0,4,2,1,0,0,3,4,2
0,1,2,1,0,1,4,1,3,3,0,1,3,3,3,0,1,0,1,1,1,1,0,4,4,4,1,3,4,16,3
0,1,1,1,1,1,0,4,1,2,1,0,3,3,0,0,0,1,1,1,1,1,0,2,0,2,0,2,4,4,2
0,1,0,1,0,1,0,4,4,2,3,1,3,0,0,0,0,0,0,1,1,1,0,3,3,0,0,0,0,0,1
0,1,0,1,0,1,0,0,1,1,2,0,3,3,0,0,1,1,0,1,1,1,0,4,3,1,0,0,4,0,1
0,1,1,1,1,1,0,1,4,2,0,1,3,0,0,0,0,0,1,1,1,1,0,3,4,0,0,2,4,2,1
0,1,1,1,1,1,1,1,2,2,3,1,0,0,0,0,1,0,1,1,1,1,0,4,3,3,1,3,4,0,1
0,0,0,0,0,1,1,0,3,1,0,1,3,1,0,1,1,1,1,1,1,1,0,3,2,1,0,0,4,2,3
0,0,1,1,0,1,1,1,3,3,1,1,3,3,2,0,1,1,0,0,1,1,0,0,1,1,0,2,4,14,3
0,1,0,1,0,1,1,1,2,2,1,1,3,3,0,0,1,1,0,1,1,1,0,3,1,1,0,1,4,2,2
0,1,0,1,0,1,0,1,1,3,2,1,3,3,0,0,0,1,0,1,1,1,0,1,1,3,1,3,0,4,0
0,1,1,1,1,0,4,0,3,2,1,1,3,0,0,1,1,0,1,1,1,1,0,4,2,2,0,0,4,4,2
0,1,1,1,0,1,0,0,4,4,1,1,3,0,0,0,1,1,1,1,1,1,1,3,3,4,4,4,4,16,2
0,1,0,1,0,1,0,0,1,3,1,1,3,0,0,0,1,1,0,0,1,1,0,4,3,1,2,3,4,0,2
0,1,0,1,0,1,0,0,3,3,3,1,0,0,0,0,1,0,1,1,1,1,0,3,2,0,0,0,4,0,0
0,1,0,0,0,1,0,4,4,0,0,1,3,0,0,0,1,0,1,1,1,1,1,3,4,1,0,0,4,0,0
0,1,0,1,1,1,4,4,2,2,0,1,3,0,0,0,0,0,1,0,1,1,0,4,2,1,0,0,1,0,2
0,1,1,1,0,1,4,1,2,2,1,1,3,3,0,0,1,1,0,0,1,1,0,4,3,2,0,0,4,0,1
0,0,0,1,0,1,1,4,2,2,2,0,0,3,0,0,1,0,1,1,1,0,0,2,4,0,0,0,4,0,3
0,1,0,1,1,1,0,4,4,3,1,1,3,1,0,0,1,0,1,1,1,1,0,4,3,2,0,0,3,2,0
0,1,1,0,0,0,0,0,2,4,3,1,0,1,0,0,1,0,1,1,1,1,1,1,3,2,0,0,4,7,0
0,0,0,0,0,1,4,0,3,1,0,1,3,1,0,1,1,1,1,1,1,1,0,3,2,1,0,0,4,2,2
0,0,0,0,0,1,1,1,0,2,3,1,3,3,0,1,1,1,1,1,1,0,0,3,2,0,0,0,1,8,1
0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,0,1,0,1,0,1,1,1,2,2,2,0,1,2,25,2
0,1,0,1,1,1,0,0,4,2,1,2,3,3,0,0,1,0,0,0,1,1,1,4,3,2,1,3,4,8,2
0,1,0,1,0,1,0,0,3,4,0,0,3,0,0,0,1,0,1,1,1,1,0,3,2,2,0,0,4,2,0
0,1,0,1,0,1,1,1,3,3,0,0,3,3,0,1,1,0,0,1,1,1,0,4,3,0,0,0,0,0,3
0,0,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0,0,1,1,1,1,0,3,2,2,1,1,4,14,2
0,0,0,1,1,0,0,4,2,2,0,1,3,0,0,1,1,1,1,1,1,1,1,4,1,1,0,0,4,8,3
0,0,1,1,1,0,4,4,2,3,1,1,3,0,0,0,1,0,0,1,1,1,0,1,2,4,0,3,2,12,2
0,1,1,1,0,1,0,4,1,3,3,1,3,2,0,0,0,0,1,1,1,1,0,3,1,1,0,0,1,4,0
0,1,0,1,0,1,0,1,4,2,1,1,3,0,0,0,1,1,0,1,1,0,0,3,2,2,1,1,4,2,1
0,0,0,1,0,1,0,0,3,4,2,0,3,0,1,1,1,0,1,0,1,1,0,3,3,3,0,0,2,2,3
0,0,1,1,1,1,1,1,3,3,0,1,1,0,0,0,1,1,0,1,1,1,0,3,2,2,1,2,3,2,1
0,0,0,1,1,1,0,1,1,2,2,1,3,0,0,0,1,1,0,1,1,1,0,3,2,2,0,0,4,2,1
0,1,0,1,1,0,0,1,1,1,2,0,0,3,1,0,0,0,0,1,1,0,0,4,4,4,2,3,4,6,2
0,0,0,1,0,1,0,0,3,3,0,1,3,3,0,1,1,1,0,1,1,1,0,2,2,3,1,2,4,0,2
0,0,0,1,1,0,4,4,2,2,2,1,3,3,0,0,0,1,0,1,1,1,0,4,2,3,3,3,0,6,1
0,0,1,1,0,0,1,3,2,2,2,1,3,0,0,0,0,1,1,1,1,1,1,4,2,3,0,0,1,8,3
0,0,0,1,0,0,0,4,3,3,3,1,3,0,0,0,1,1,1,1,1,1,0,3,2,1,0,0,0,0,1
0,1,0,1,0,1,0,0,4,1,3,1,3,0,0,0,1,0,1,1,1,0,0,2,1,1,0,0,4,4,1
0,1,0,1,1,1,3,1,2,0,1,0,3,0,0,1,1,0,1,1,1,1,0,3,2,1,0,0,4,2,2
0,0,1,1,0,1,0,1,3,2,0,1,3,0,0,0,1,0,0,1,1,1,0,3,1,2,0,0,4,2,0
0,0,1,0,0,1,0,0,1,4,2,1,3,0,0,0,1,0,1,1,1,0,0,1,3,3,1,2,3,6,2
0,0,1,1,0,1,3,3,3,3,0,0,2,3,0,1,1,0,1,0,1,1,1,4,4,4,4,4,4,6,3
0,0,1,1,1,1,3,1,2,3,3,0,3,0,0,1,0,0,1,1,1,1,0,3,3,2,0,0,0,4,2
0,0,1,1,0,1,0,4,4,1,1,1,3,1,0,1,1,1,1,1,1,1,0,2,3,3,1,3,3,2,3
0,0,0,1,1,1,0,4,3,3,3,0,3,0,0,1,0,0,1,1,1,1,1,3,3,3,1,3,1,0,2
0,0,1,1,1,1,0,4,4,3,0,1,1,0,0,0,1,0,1,1,1,1,0,4,3,2,0,1,0,2,1
0,1,0,1,0,0,0,0,2,3,3,1,3,2,0,0,1,0,1,0,1,1,1,0,2,2,4,4,2,4,1
0,0,1,1,0,1,4,3,3,2,0,1,3,2,0,1,1,1,0,1,1,1,0,3,2,2,0,1,4,4,3
0,0,0,0,1,1,1,1,1,3,3,1,0,0,0,1,1,1,0,1,1,1,0,3,0,2,0,2,3,2,3
0,0,0,0,1,1,4,3,2,2,3,0,0,2,0,0,1,0,0,0,1,1,0,3,3,1,1,2,2,12,0
0,1,1,1,0,1,4,3,2,2,3,0,0,2,0,0,1,1,0,1,1,1,0,3,2,1,0,0,4,0,1
0,1,0,1,0,1,0,1,2,2,0,1,3,2,0,0,0,0,0,1,1,1,0,2,2,2,0,0,2,0,2
0,0,0,0,0,1,3,3,2,2,3,1,3,0,2,1,1,0,0,0,1,1,1,2,2,3,1,3,4,2,3
0,1,1,1,0,1,4,3,2,2,3,1,3,3,0,0,0,0,1,1,1,0,0,4,2,1,1,1,4,2,2
0,0,1,1,0,1,4,4,2,3,1,1,3,0,0,1,1,1,1,1,1,1,0,3,2,2,1,3,4,31,2
0,1,0,1,0,1,0,4,4,2,1,1,3,0,0,0,1,1,1,1,1,1,0,3,2,2,1,2,4,6,3
0,1,0,1,0,1,0,2,4,2,0,1,0,2,0,0,0,0,1,1,1,1,0,2,3,2,0,0,0,8,2
0,0,1,1,0,1,1,1,2,2,3,1,3,2,0,0,0,1,0,1,1,1,1,4,1,2,0,2,2,0,2
0,1,2,1,0,1,1,3,2,2,1,1,0,3,3,1,1,0,1,1,0,1,0,3,4,0,0,0,2,2,3
0,0,1,1,0,1,4,0,0,2,0,1,3,0,0,0,1,0,0,1,1,1,0,1,3,2,0,1,2,12,3
0,1,0,1,0,1,1,4,2,3,0,0,3,3,0,1,1,1,1,0,1,1,1,2,1,1,0,2,2,2,2
0,1,0,1,0,1,1,4,2,2,1,1,3,1,0,1,0,1,0,0,1,1,0,4,2,1,0,1,4,4,2
0,0,0,1,1,1,4,1,3,2,3,1,3,0,0,0,1,1,0,1,1,1,0,3,3,3,0,0,4,10,3
0,1,0,1,1,1,1,1,3,3,1,1,0,0,0,0,0,1,1,1,1,1,0,4,2,2,0,2,3,4,1
0,0,0,1,0,1,3,3,2,2,1,0,3,0,0,0,1,0,1,0,1,1,0,3,2,1,1,2,3,2,2
0,0,0,1,0,1,0,0,3,3,3,0,0,0,2,0,0,1,0,1,1,1,1,3,3,3,1,2,4,6,3
0,0,1,1,1,1,1,1,0,2,0,1,3,0,0,0,1,0,0,1,1,0,0,3,2,3,0,1,1,4,3
0,0,0,1,0,1,0,1,2,2,3,1,3,1,0,0,1,0,1,1,1,1,0,4,2,2,0,2,0,4,1
0,1,1,1,0,1,1,1,3,2,3,0,0,0,1,0,0,1,1,0,1,1,0,3,3,1,0,0,2,12,2
0,1,1,1,1,0,0,0,4,1,3,1,3,0,0,0,1,0,0,1,1,0,0,3,0,2,2,4,4,18,3
0,0,1,1,0,1,4,4,2,2,1,1,3,1,0,0,1,1,0,1,1,1,1,3,2,2,0,2,3,0,3
0,0,0,1,0,1,0,4,3,2,3,1,3,3,0,0,0,1,1,1,1,1,0,3,4,4,0,2,0,4,0
0,0,1,1,1,1,4,3,2,2,1,0,3,0,0,1,1,0,0,1,1,0,0,2,2,2,1,2,1,4,3
0,0,1,1,0,1,0,1,4,3,1,1,0,0,0,0,1,1,1,1,1,1,0,4,2,2,0,0,0,0,2
0,1,0,1,1,1,1,1,3,1,3,1,3,2,0,0,1,0,1,1,1,1,0,3,2,3,0,0,3,6,1
0,0,0,0,0,1,3,3,0,2,1,1,0,2,1,1,1,1,1,1,1,1,0,2,0,1,0,0,0,2,2
0,1,1,0,0,1,0,4,3,2,3,1,0,3,0,1,1,0,1,0,1,1,0,2,2,2,0,0,3,2,1
0,0,1,1,0,1,1,3,2,2,0,1,3,0,0,0,1,1,0,1,1,0,1,3,2,4,0,0,4,2,3
0,0,1,1,0,1,0,0,2,2,3,1,3,3,0,0,0,0,1,0,1,1,0,4,2,3,0,1,0,6,1
0,0,1,1,0,1,0,4,2,0,0,1,3,1,0,1,1,1,0,1,1,1,0,4,2,4,0,0,2,0,3
0,1,1,1,0,1,0,0,3,3,2,1,3,3,0,1,1,1,1,1,1,1,0,3,4,4,4,4,3,14,3
0,1,1,1,0,1,0,0,3,4,2,0,3,1,0,0,1,0,1,1,1,1,1,3,3,2,0,0,3,0,0
0,1,0,1,0,1,0,0,3,2,0,1,3,3,0,0,1,0,1,0,1,1,0,4,2,2,0,0,4,4,1
0,0,0,1,0,1,4,1,3,2,1,1,0,0,0,1,1,1,0,1,1,1,0,3,2,4,0,0,1,26,3
0,1,0,1,0,0,4,0,3,2,0,1,3,0,0,0,1,1,1,1,1,1,0,4,3,3,0,0,0,0,0
0,0,0,1,0,0,4,4,2,1,3,0,3,2,0,1,0,0,0,1,1,0,0,3,2,2,0,0,3,10,2
0,0,0,1,0,1,1,1,2,2,0,1,3,2,0,1,1,1,0,1,1,1,0,4,0,1,0,0,2,8,3
0,1,1,1,0,1,4,4,3,2,1,0,3,1,0,0,1,0,1,1,1,1,0,4,2,2,0,0,4,2,0
0,1,0,0,0,1,0,0,2,2,1,0,2,2,0,0,1,1,1,1,1,1,1,0,2,4,2,4,0,6,1
0,0,1,1,1,1,0,0,1,1,2,1,3,1,0,0,1,1,1,1,1,1,1,4,3,4,0,0,3,4,1
0,1,0,1,1,0,0,0,4,4,0,1,3,3,0,0,0,0,1,1,1,1,0,4,4,2,0,0,3,6,0
0,0,1,0,0,1,4,4,3,2,3,0,3,1,1,1,1,0,1,1,1,1,0,3,0,1,0,0,1,0,2
0,0,1,1,0,1,1,1,0,2,1,1,3,0,1,1,0,0,1,1,1,1,0,2,0,1,0,0,4,6,1
0,1,0,1,1,1,0,1,4,2,0,1,3,3,0,0,0,0,0,1,1,1,0,2,4,1,0,0,2,10,0
0,1,0,0,0,1,1,3,1,3,3,1,3,0,0,0,0,0,1,1,1,1,1,4,3,1,0,0,4,8,3
0,1,1,1,0,1,0,0,4,4,0,0,3,0,0,0,1,0,1,1,1,1,0,4,3,3,0,1,4,2,1
0,1,0,1,0,1,0,0,2,4,3,0,0,0,0,0,1,0,1,1,1,0,0,3,3,2,0,0,1,2,1
0,1,1,1,0,1,4,4,2,3,1,0,0,3,0,0,0,0,1,1,1,1,0,4,3,1,0,0,4,0,1
0,1,2,0,0,1,3,4,2,2,0,0,1,0,1,0,1,0,1,1,1,1,0,4,1,3,0,3,4,20,3
0,1,0,1,0,1,4,0,2,2,3,0,3,3,0,0,0,0,0,1,1,1,0,2,3,2,0,1,3,6,1
0,0,0,1,0,1,3,1,0,3,0,1,3,0,0,0,0,0,0,0,1,1,0,2,1,2,0,1,0,2,1
0,1,0,1,0,1,1,1,3,3,1,0,3,2,0,0,1,1,1,1,1,1,0,4,4,3,0,1,4,6,1
0,0,1,1,1,1,1,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1,1,0,1,4,2,1
0,1,1,1,0,1,0,0,1,2,0,1,3,3,0,0,1,0,1,1,1,1,0,2,3,3,0,3,4,18,2
0,0,1,1,0,1,1,1,2,2,1,1,3,0,0,0,0,1,0,1,1,1,1,4,3,3,0,0,4,0,3
0,1,0,1,0,1,4,0,3,3,1,0,3,3,0,1,0,0,0,1,1,1,0,4,4,4,2,1,4,0,1
0,0,0,1,1,0,4,0,2,2,1,1,3,0,0,1,0,0,1,1,1,1,1,4,2,1,0,0,0,0,2
0,0,4,1,0,1,2,3,0,2,0,2,3,0,3,0,1,0,0,0,0,0,0,2,3,1,0,0,4,2,3
0,1,3,0,0,1,1,1,3,2,3,1,3,3,2,0,1,0,1,1,1,1,0,2,2,2,0,1,3,0,3
0,1,1,0,0,1,0,0,4,4,0,1,3,3,0,0,0,1,1,1,1,1,0,2,4,4,1,4,3,8,0
0,0,0,0,0,1,4,0,3,4,0,0,0,1,2,0,1,0,0,1,1,1,1,3,1,1,1,1,4,0,3
0,0,0,1,0,1,3,3,0,2,0,1,1,3,0,0,1,0,1,0,1,1,1,3,2,2,0,1,3,0,3
0,0,2,1,1,1,1,1,2,2,0,0,3,3,0,0,1,0,0,1,1,1,1,2,3,3,0,2,4,12,1
0,0,1,1,0,0,4,0,3,2,0,0,3,3,0,0,0,0,0,1,1,1,0,2,1,0,0,3,4,16,2
0,1,0,0,0,1,4,0,0,4,0,1,2,0,0,0,1,0,0,1,1,0,1,4,2,2,0,0,4,0,3
0,0,0,1,0,1,0,0,3,0,0,1,3,1,0,0,1,0,1,1,1,1,1,3,2,2,0,0,4,0,3
0,1,2,0,0,1,4,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,4,3,4,1,3,4,0,3
0,0,1,1,0,0,4,4,2,2,0,2,0,3,2,0,1,0,1,0,1,1,1,3,2,1,0,0,4,0,3
0,1,1,1,1,1,3,3,3,2,0,1,3,0,1,0,0,0,0,1,1,0,1,3,3,3,0,2,4,0,2
0,0,0,1,0,1,0,0,4,4,0,1,0,3,0,0,0,0,1,1,1,1,0,3,2,1,0,0,4,0,0
0,1,0,1,0,1,0,4,4,3,0,0,0,2,0,1,1,0,0,1,1,1,0,1,1,1,0,0,2,0,3
0,1,1,1,1,1,1,1,3,3,3,0,0,3,2,0,1,0,1,1,1,1,0,1,2,2,1,1,1,8,3
0,0,0,1,0,1,0,0,4,3,0,1,3,1,0,0,1,1,1,1,1,1,0,3,1,1,0,0,4,2,2
0,0,1,1,1,1,3,3,0,0,0,1,3,3,0,0,0,0,0,1,1,1,0,2,3,3,2,2,0,2,1
0,1,2,1,0,1,1,3,2,2,1,1,3,3,3,0,1,0,0,1,1,1,0,4,3,4,0,1,4,0,3
0,0,0,1,0,1,3,3,2,3,0,0,3,0,0,0,1,1,0,1,1,1,0,3,3,1,0,1,4,0,2
0,0,0,1,0,1,4,1,1,3,1,0,3,0,3,0,1,0,0,1,1,1,0,2,2,1,0,0,2,0,3
0,0,0,1,0,1,3,1,0,2,0,1,3,0,0,0,1,1,0,0,1,1,0,3,2,1,0,0,4,2,2
0,1,1,1,0,1,0,0,4,4,0,1,3,3,0,0,1,0,0,1,0,1,1,2,2,1,1,0,4,0,3
0,1,0,1,1,0,1,3,3,2,0,1,2,3,3,0,0,0,0,1,1,1,0,3,4,4,1,4,4,0,3
0,1,3,1,1,1,3,3,2,2,0,1,3,3,3,0,0,0,0,1,0,1,1,1,2,4,1,4,3,0,3
0,1,1,1,1,1,1,3,0,2,0,1,3,3,1,0,0,0,1,1,1,0,1,3,3,3,2,4,4,6,1
0,0,0,0,0,1,4,4,3,3,3,2,0,1,2,0,1,1,1,1,1,1,1,3,1,0,1,2,2,8,2
0,1,4,1,0,1,4,1,3,0,1,1,3,3,3,0,1,0,0,1,0,1,1,3,4,3,0,0,3,0,3
0,0,2,1,0,1,0,0,2,4,0,1,3,3,0,1,1,0,0,1,1,0,1,3,1,0,0,0,3,0,2
0,1,0,0,0,1,1,4,0,3,0,1,3,0,0,1,0,1,1,1,1,0,0,3,3,3,0,0,0,2,3
0,1,2,0,1,1,3,1,2,2,3,1,3,3,0,0,0,0,0,1,1,0,0,1,1,1,2,2,4,8,2
0,0,3,0,0,1,3,3,0,2,0,1,1,3,3,0,1,0,1,0,1,0,0,4,1,4,0,4,3,6,3
0,1,1,0,0,1,1,1,0,2,0,1,1,3,0,0,0,0,0,0,1,0,0,3,1,1,0,1,2,2,1
0,1,1,1,0,1,4,4,2,3,0,0,3,0,1,0,1,1,0,1,1,1,1,3,4,4,3,3,4,4,2
0,1,2,0,1,1,1,3,0,2,0,1,0,3,2,0,0,0,1,1,0,1,1,2,2,1,1,1,4,0,3
0,1,0,0,0,1,4,1,2,2,0,1,0,0,2,1,1,0,0,1,1,1,1,3,3,3,0,3,2,6,3
0,1,1,1,1,1,3,1,2,2,0,1,0,3,1,0,0,0,1,1,1,0,0,3,3,3,1,3,4,0,3
0,1,2,1,0,1,3,4,0,3,0,0,3,3,0,0,0,0,0,1,0,1,0,4,2,2,0,3,1,2,2
0,1,2,0,1,1,3,3,2,3,0,1,2,0,3,0,0,0,1,1,0,0,1,4,2,4,0,4,4,0,3
0,1,1,1,0,1,4,1,3,3,0,1,0,3,1,0,1,0,1,0,0,0,0,3,4,1,0,0,1,16,2
0,1,1,1,0,1,1,1,2,2,0,0,3,0,0,0,0,0,0,1,0,1,0,3,2,4,1,3,3,4,2
0,0,1,1,0,1,0,1,1,3,1,0,3,0,0,0,0,1,0,1,1,1,1,3,1,2,0,0,2,0,1
0,0,1,1,0,1,1,1,2,2,1,1,3,0,0,0,1,1,0,0,1,1,0,4,0,4,0,0,3,0,3
0,0,1,1,0,1,0,0,1,1,3,1,3,0,0,0,1,1,0,1,1,1,1,3,3,1,0,0,2,0,1
0,1,1,1,0,1,4,0,2,2,0,0,1,3,2,0,1,0,1,0,1,1,0,2,3,4,1,3,1,0,3
0,1,1,1,0,1,3,2,2,2,3,1,0,0,0,0,1,1,1,1,1,1,1,3,2,1,0,0,2,2,1
0,1,2,1,1,1,0,0,4,2,3,1,3,0,0,0,1,1,1,1,1,1,0,3,3,3,0,2,4,0,2
0,0,1,1,0,1,3,4,0,3,1,1,3,0,3,0,0,0,1,0,1,1,1,3,2,4,0,0,2,0,3
0,0,1,1,1,1,4,4,2,2,3,1,0,0,0,0,1,1,1,1,1,1,0,3,3,4,0,0,3,4,2
0,1,2,1,1,1,0,4,4,2,0,1,0,0,0,0,0,1,1,1,1,1,0,3,3,3,3,3,3,4,3
0,0,1,1,0,1,1,1,3,2,3,1,0,0,0,0,0,1,1,0,1,1,0,2,3,3,0,3,4,2,1
0,1,2,1,0,1,4,4,2,2,3,0,3,0,0,0,0,0,1,0,1,1,0,3,2,3,0,3,3,4,3
0,1,1,0,0,1,0,1,4,3,2,1,3,3,0,0,1,0,1,1,1,1,1,3,2,2,2,3,2,10,3
0,1,2,1,0,1,0,4,2,2,0,1,3,0,0,0,1,0,1,1,1,1,1,4,1,2,0,0,1,4,2
0,1,1,1,0,1,0,4,4,2,1,1,3,0,0,0,1,1,1,1,1,1,0,2,3,2,1,2,2,10,3
0,1,1,1,0,1,4,4,3,2,1,1,3,0,0,0,0,1,1,1,1,1,1,3,1,2,0,1,2,2,1
0,0,2,1,0,1,1,0,3,3,3,0,3,0,0,0,1,0,1,1,1,0,0,4,3,1,1,2,4,0,0
0,0,2,1,1,1,4,4,2,2,3,1,3,0,0,0,1,0,1,1,1,1,1,4,2,2,1,2,0,32,3
0,0,1,1,0,1,4,1,2,2,3,1,3,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,14,1
0,1,2,1,0,1,4,4,3,3,2,1,3,0,0,0,1,0,1,1,1,1,1,3,2,3,1,2,3,12,2
0,1,1,1,0,1,3,1,3,3,2,1,3,3,0,0,1,1,1,1,1,1,1,2,2,2,0,1,2,2,2
0,1,1,1,1,1,1,3,2,2,0,1,3,0,0,0,0,1,1,1,1,1,1,3,1,2,0,1,4,0,1
0,0,2,1,0,0,4,4,1,2,3,1,3,0,0,0,1,0,0,0,1,1,1,2,2,2,0,2,2,6,3
0,1,2,0,0,1,3,1,0,2,1,1,3,0,0,0,0,0,0,1,1,0,0,2,0,2,0,4,2,4,3
0,0,1,1,0,1,1,4,3,3,0,1,3,0,0,0,0,0,0,1,1,1,0,3,2,2,0,0,1,10,2
0,0,2,1,0,1,3,3,0,3,0,1,3,0,0,0,0,0,1,1,1,1,0,4,2,2,0,0,2,0,3
0,1,2,1,0,1,3,1,0,3,2,2,0,0,0,0,0,1,1,0,1,1,0,3,3,3,3,4,4,12,3
0,1,1,0,0,1,4,4,3,3,3,1,3,3,0,0,1,0,1,1,1,1,0,3,2,1,2,3,4,8,3
