school,sex,age,address,family_size,parent_status,mother_edu,father_edu,mother_job,father_job,reason,guardian,travel_time,study_time,past_failures,school_edu_support,family_edu_support,extra_paid_classes,activities,nursery,higher_edu_aspiration,internet_at_home,romantic_rel,family_rel_rating,freetime_rating,go_out_rating,alc_weekday,alc_weekend,health_rating,num_absences,CLASS
0,1,1,1,0,1,1,4,2,2,1,0,0,3,0,0,0,0,0,1,1,1,0,4,2,2,0,0,2,0,1
0,0,2,1,1,1,1,0,3,3,0,0,3,0,0,0,0,0,1,1,1,1,1,3,2,1,0,0,4,0,1
0,1,2,1,0,1,0,0,3,4,1,1,3,3,0,0,0,0,0,1,1,1,0,4,1,2,0,1,4,4,1
0,1,1,0,1,1,4,4,4,2,1,0,1,3,0,0,1,1,1,1,1,1,0,2,2,3,2,4,2,8,3
0,0,2,1,0,1,0,0,3,4,1,1,0,3,1,0,1,0,0,1,1,1,0,3,1,3,1,2,1,24,0
0,0,1,1,1,1,0,0,4,4,3,1,3,0,0,0,1,1,0,1,1,1,0,3,4,1,0,1,2,0,3
0,0,1,1,0,1,0,4,1,2,1,1,3,0,0,0,1,0,1,1,1,1,0,3,2,4,0,4,1,2,0
0,0,1,1,0,1,1,4,2,2,3,1,3,0,0,1,1,1,1,1,1,0,0,3,3,2,0,2,3,6,2
0,0,2,1,0,1,3,3,2,2,0,1,3,0,0,0,1,1,0,0,1,0,0,3,3,3,0,2,0,4,3
0,0,2,0,0,1,1,1,2,2,3,1,3,3,0,0,1,0,0,1,1,1,0,4,2,1,0,1,2,18,3
0,0,1,0,0,1,1,1,3,3,3,1,0,2,0,0,1,1,1,0,1,1,0,4,2,4,0,0,4,6,2
0,0,2,1,0,1,4,0,0,3,1,1,3,1,1,0,1,1,0,1,1,1,1,3,3,2,2,3,4,27,3
0,0,1,1,0,0,4,3,3,2,0,1,3,0,3,0,1,1,0,1,1,1,0,1,2,2,1,1,3,5,3
0,0,1,1,0,1,0,4,4,2,2,1,3,0,0,0,0,1,1,1,1,1,1,0,2,1,0,0,0,10,2
0,0,1,1,0,1,3,3,0,2,1,1,0,3,0,0,1,1,0,1,1,0,0,3,2,1,0,3,4,6,3
0,0,2,0,0,1,0,4,4,2,3,1,0,1,0,0,1,1,1,1,1,1,1,3,3,1,0,0,3,6,3
0,0,4,1,0,1,4,4,2,2,3,2,3,2,0,0,1,1,1,1,1,1,0,3,2,2,0,1,2,10,3
0,1,2,1,1,1,0,0,3,2,1,1,3,0,0,0,1,1,0,1,1,1,1,4,2,4,3,4,2,13,2
0,0,1,1,0,0,1,1,2,2,3,1,3,0,0,1,1,1,0,1,1,1,0,2,2,3,0,0,3,0,1
0,1,3,1,0,1,1,1,3,2,1,1,3,0,1,0,1,1,1,1,1,1,0,3,3,3,1,3,4,15,3
0,0,2,0,1,1,0,0,3,2,2,1,3,3,0,0,1,1,0,1,1,0,0,4,1,0,0,1,2,12,2
0,0,2,1,1,1,4,1,2,2,3,1,0,0,0,0,0,1,0,1,1,1,0,3,3,3,0,2,0,2,1
0,0,2,1,0,1,0,4,2,2,3,1,3,0,2,0,0,1,0,1,1,1,1,2,3,4,1,3,0,22,3
0,1,3,1,1,1,4,4,3,1,1,0,3,0,1,0,1,1,0,1,1,1,0,2,1,3,1,3,3,13,3
0,0,2,1,0,1,1,4,0,2,1,0,0,3,0,0,1,1,0,1,1,0,0,2,2,2,0,3,2,3,3
0,0,2,1,0,1,1,1,0,0,0,1,3,1,0,0,1,1,1,1,1,1,0,3,2,2,0,0,3,4,2
0,0,2,0,0,1,1,3,0,3,3,1,0,0,0,0,1,0,1,1,1,1,0,3,1,4,0,1,4,2,3
0,0,2,1,0,1,3,3,0,2,3,1,3,1,1,0,1,0,1,1,1,0,1,3,2,3,0,0,4,0,3
0,0,1,1,0,1,1,4,3,4,2,1,3,0,0,1,0,0,0,1,1,1,0,1,2,0,0,0,2,2,0
0,1,3,1,0,1,1,1,2,2,1,1,0,0,0,0,1,1,0,1,1,1,0,2,2,2,4,4,3,0,1
0,0,1,1,0,1,0,0,4,3,1,1,3,1,0,0,1,0,1,0,1,1,0,4,2,1,0,0,4,0,1
0,0,3,0,0,1,4,3,2,2,3,1,3,0,1,0,0,0,1,1,1,1,1,4,2,2,0,0,3,16,3
0,0,2,1,0,1,4,1,2,2,0,1,3,0,0,0,0,0,1,0,1,1,0,4,2,3,0,2,2,10,1
0,1,2,1,1,1,1,4,3,3,3,0,3,0,0,0,1,1,0,0,1,1,0,4,2,2,0,2,2,2,2
0,1,3,1,1,1,1,3,0,2,0,1,2,0,0,1,1,1,1,1,1,1,1,3,2,1,3,4,2,14,3
0,0,2,1,0,0,1,3,2,2,0,1,0,1,0,0,0,0,1,1,1,1,1,2,1,2,0,1,2,10,2
0,0,2,1,1,1,0,4,1,2,3,0,3,0,0,0,0,0,1,1,1,1,1,2,1,2,0,1,2,14,1
0,1,2,0,0,1,1,1,2,2,0,0,0,0,0,0,1,1,1,1,1,1,0,3,4,1,0,0,0,4,2
0,1,2,1,0,1,0,0,4,4,3,1,3,0,0,1,1,0,1,1,1,1,1,3,4,4,0,2,1,14,3
0,1,1,1,0,1,0,0,1,2,3,0,3,0,0,0,1,1,1,1,1,1,0,3,1,3,1,3,0,2,1
0,1,1,1,1,1,3,3,2,2,1,1,0,0,0,0,1,1,0,1,1,1,0,2,3,1,0,0,4,18,3
0,1,1,1,0,1,4,1,0,2,3,1,0,1,0,0,0,0,1,1,1,1,1,4,2,2,0,2,1,10,3
0,1,2,1,1,1,1,1,2,2,1,0,3,0,0,0,0,1,1,0,1,1,1,3,3,1,4,4,3,4,1
0,0,1,1,0,1,1,3,2,2,1,1,3,3,0,0,0,0,0,1,1,1,1,3,4,1,0,0,4,20,2
0,0,2,0,0,1,1,3,0,3,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,2,2
0,1,3,1,0,1,1,1,2,3,3,0,3,0,1,0,0,0,0,1,0,1,0,4,4,3,2,4,1,0,3
0,1,2,1,1,1,0,4,1,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1,4,4,0,3,4,14,2
0,1,2,0,1,0,0,0,4,2,0,1,0,0,0,0,1,1,0,1,1,1,0,2,2,2,1,2,3,2,2
0,1,1,1,1,1,0,4,4,2,0,1,3,3,0,0,0,0,1,0,1,1,0,4,3,4,0,0,2,0,3
0,1,1,1,0,1,0,0,3,3,0,1,3,3,0,0,0,0,1,1,1,1,0,4,2,1,0,1,4,0,2
0,0,3,1,0,1,1,3,2,2,0,2,0,1,0,0,1,1,0,0,1,1,1,3,3,3,0,0,2,0,3
0,1,1,1,0,1,1,3,2,2,0,1,1,3,0,0,0,0,0,1,1,1,0,3,2,2,0,0,3,6,0
0,1,2,1,0,1,1,4,2,2,0,0,0,3,0,0,0,0,0,1,1,1,0,4,1,1,0,0,1,4,2
0,1,7,1,0,1,4,3,3,3,2,1,3,3,3,0,0,0,0,0,0,1,1,4,3,4,4,4,0,16,3
0,1,3,0,1,1,4,4,2,3,0,1,3,0,1,0,1,0,0,1,1,1,1,3,2,2,0,2,4,8,3
0,1,1,1,0,1,2,1,2,2,2,1,3,3,0,0,0,1,0,0,1,1,0,3,2,1,1,3,4,0,1
0,1,3,1,0,1,4,1,3,2,0,1,0,3,1,0,0,0,0,1,0,1,0,3,3,4,1,3,4,0,3
0,1,1,1,0,1,4,4,0,2,3,2,1,0,0,1,1,0,0,0,1,1,0,4,2,2,0,2,1,6,2
0,1,3,1,0,1,1,3,3,3,2,1,3,3,1,0,0,0,0,0,0,1,0,2,1,4,1,4,4,4,3
0,1,1,0,0,1,1,3,2,2,0,1,0,3,0,0,0,0,1,0,1,0,0,2,2,1,0,2,2,0,3
0,1,2,0,0,1,1,3,2,2,0,1,3,3,0,0,0,0,0,0,1,1,0,3,3,1,1,3,4,0,2
0,1,2,1,1,1,3,3,1,2,0,1,0,3,1,0,1,0,1,1,1,1,0,3,3,3,0,1,4,2,3
0,0,2,1,1,1,0,1,4,3,3,1,3,2,0,0,1,1,1,1,1,1,0,3,1,2,0,0,3,6,2
0,1,4,1,1,0,0,4,3,0,3,1,3,0,0,0,1,0,0,1,1,1,0,3,2,0,0,0,0,12,2
0,1,3,1,0,1,1,3,2,2,1,1,3,0,0,0,0,0,1,1,1,1,0,4,1,3,0,1,3,8,1
0,0,2,1,1,1,1,1,3,3,0,0,3,2,0,0,0,1,1,1,1,1,1,2,3,0,0,0,1,0,3
0,0,3,1,0,1,0,4,3,2,1,0,3,0,0,0,1,1,0,1,1,1,1,2,0,1,0,2,1,21,0
0,1,3,1,0,1,0,4,4,2,0,1,3,0,0,0,1,1,0,0,1,1,0,3,2,1,0,0,2,2,3
0,1,3,0,0,1,4,1,2,2,0,1,3,1,0,0,0,0,1,0,1,0,0,4,2,1,0,0,2,1,2
0,0,2,1,0,1,4,4,2,2,1,1,3,1,0,0,0,0,1,0,1,0,0,2,1,2,0,0,3,4,3
0,0,3,1,0,1,1,1,0,3,1,1,3,1,0,0,1,1,1,1,1,1,1,3,2,2,0,0,2,0,2
0,1,3,0,1,0,4,0,2,2,3,1,0,0,0,0,1,1,1,1,1,1,0,3,1,4,2,3,0,13,0
0,1,2,1,0,1,4,3,3,2,2,1,3,0,0,0,0,1,1,1,1,1,1,4,3,3,2,3,4,2,3
0,0,3,0,0,1,0,0,4,2,3,1,0,0,0,0,0,1,1,1,1,1,0,3,2,3,1,1,3,8,2
0,1,3,1,0,1,0,1,1,2,3,0,3,0,0,0,1,1,1,1,1,1,1,4,3,4,0,2,4,10,3
0,0,3,0,0,1,1,3,2,2,3,1,0,0,0,0,1,0,0,1,0,1,1,3,2,4,0,1,2,0,3
0,0,4,1,0,1,4,4,2,3,1,2,3,0,2,0,1,1,1,1,1,1,0,3,2,4,2,2,4,15,3
0,0,3,1,0,1,1,4,2,3,3,0,3,2,0,0,1,1,1,1,1,1,1,3,4,4,0,2,1,4,1
0,0,3,1,1,1,3,3,2,2,1,1,0,0,0,0,1,1,0,0,1,0,0,3,3,2,0,0,2,2,2
0,1,2,0,0,1,3,1,0,0,1,1,3,0,0,0,1,1,1,0,1,0,1,2,4,1,1,1,0,2,1
0,0,2,1,0,1,1,0,0,1,3,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,0,0,0,2,2
0,0,2,1,1,1,1,1,3,2,0,1,0,0,0,1,1,1,0,1,1,1,1,3,3,3,1,2,4,6,2
0,0,3,0,0,0,4,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,4,33,3
0,1,3,1,0,1,0,0,4,3,1,1,0,3,0,0,0,1,1,1,1,1,0,2,1,3,0,3,2,22,3
0,0,3,1,0,1,0,0,1,1,3,0,3,0,1,1,1,0,1,1,1,1,1,1,3,3,0,0,3,15,3
0,1,3,1,1,1,0,4,4,3,0,1,0,3,0,0,0,1,1,1,1,1,0,3,1,2,0,1,0,8,2
0,1,2,1,1,0,0,3,3,2,1,1,0,3,0,0,0,1,1,1,1,1,1,3,4,3,1,3,4,28,3
0,1,2,1,1,0,4,1,4,3,1,1,3,3,1,0,0,0,0,1,1,1,0,3,3,3,2,3,2,19,3
0,0,3,0,1,1,3,3,0,2,3,1,0,2,0,0,1,1,1,1,1,0,0,4,1,1,0,0,2,1,2
0,0,3,1,0,1,3,3,2,2,1,1,0,0,0,1,0,0,1,1,1,1,0,4,3,3,0,0,3,4,3
0,0,2,1,0,1,1,1,2,2,0,1,3,0,0,0,1,0,0,0,1,1,0,4,3,4,0,1,4,4,3
0,1,2,1,0,1,3,3,2,2,3,0,3,0,0,0,0,1,0,0,1,1,0,3,2,2,0,1,3,2,2
0,0,3,1,0,1,1,1,0,0,2,1,3,1,0,0,1,1,0,1,1,1,0,3,2,2,0,1,1,5,0
0,0,2,1,0,1,3,3,3,4,3,1,3,1,0,0,1,1,0,1,1,1,0,3,2,2,0,0,2,6,2
0,1,3,1,0,1,1,3,3,3,3,1,3,1,0,0,0,1,1,1,1,1,0,3,1,3,0,2,1,6,1
0,1,3,1,1,0,0,0,4,4,3,1,3,0,0,0,1,1,1,1,1,1,0,4,3,2,0,0,1,9,1
0,1,3,1,0,1,0,1,4,2,1,1,3,0,0,0,1,1,1,1,1,1,1,3,2,1,0,3,4,11,2
0,0,2,1,0,1,0,4,1,3,3,1,3,1,0,0,1,1,0,1,1,1,0,3,1,1,0,1,2,0,1
0,0,3,1,1,1,1,3,3,0,3,1,3,0,1,0,0,0,0,1,1,1,1,4,3,2,0,0,4,12,2
0,0,2,0,1,1,4,3,3,2,3,1,0,2,0,0,1,1,0,1,1,0,0,2,0,1,0,0,2,6,0
0,1,3,0,1,1,4,1,3,2,3,1,0,1,0,0,1,1,1,1,1,1,0,4,3,1,0,0,3,8,1
0,1,2,1,0,1,4,4,1,2,1,1,3,3,0,0,1,1,0,1,1,1,0,3,3,2,0,2,4,4,2
0,0,4,1,0,1,0,0,1,2,3,2,0,0,0,0,1,1,1,1,1,1,0,1,2,3,1,2,1,0,3
0,0,3,1,1,1,0,4,2,2,1,2,0,0,0,0,1,1,0,1,1,1,1,3,3,4,0,1,1,10,3
0,0,3,1,0,1,0,4,2,2,3,0,3,2,0,0,1,1,0,1,1,1,0,3,2,2,0,0,2,0,1
0,1,3,1,1,1,0,0,4,4,1,1,3,3,0,0,1,1,0,1,1,1,1,0,3,1,1,1,0,5,1
0,0,3,1,1,0,0,0,1,2,1,1,3,0,0,0,1,0,0,1,1,1,1,3,1,3,0,0,3,14,2
0,1,2,1,1,1,0,0,2,4,1,0,0,3,0,0,0,1,0,1,1,1,0,3,0,0,1,1,4,0,2
0,0,2,1,0,1,0,1,2,2,3,1,0,1,0,0,1,1,0,1,1,1,0,3,2,2,0,0,2,0,2
0,0,2,1,0,1,4,1,1,1,3,0,3,2,0,0,1,1,1,0,1,1,0,4,1,1,0,1,4,0,0
0,1,4,1,0,1,4,4,2,2,1,2,3,0,1,0,1,0,1,1,1,1,1,3,3,3,0,0,2,20,1
0,0,3,1,0,1,1,0,3,0,3,2,3,0,1,0,1,1,1,1,1,1,0,3,3,2,0,0,2,8,2
0,1,5,1,0,0,4,1,3,2,0,2,3,3,0,0,0,0,1,1,1,0,0,4,4,2,0,0,4,0,0
0,1,4,1,0,1,0,0,4,3,3,2,0,3,1,0,1,1,0,1,1,1,1,3,2,3,0,0,3,29,3
0,1,4,0,0,1,4,4,2,3,3,0,3,0,1,0,0,0,1,1,1,0,1,3,4,2,0,1,4,0,2
0,0,4,1,1,1,3,3,0,2,3,2,3,0,1,1,1,0,1,0,1,1,0,3,3,2,0,2,2,18,2
0,0,4,1,1,1,3,1,3,3,1,2,3,0,1,0,0,0,1,0,1,0,1,3,1,3,1,1,2,0,3
0,0,4,1,0,1,1,3,0,2,2,2,1,0,0,0,1,0,0,1,0,1,1,2,3,0,0,0,1,20,2
0,1,4,1,0,1,3,1,2,3,0,2,3,0,1,0,0,0,0,0,1,1,0,3,4,1,1,1,3,3,2
0,0,4,1,1,1,4,1,3,2,3,2,0,0,1,0,1,1,0,0,1,1,1,3,1,1,0,1,0,22,2
0,0,4,1,0,1,3,3,0,1,1,2,3,1,2,0,0,0,0,0,1,1,1,3,0,1,0,0,2,14,1
0,0,4,0,0,1,1,4,2,2,3,2,3,1,1,0,0,0,0,1,1,1,1,3,0,1,0,0,2,30,2
0,0,3,1,0,1,1,3,3,2,0,1,0,0,0,0,1,1,1,1,1,1,0,4,2,2,0,1,0,0,3
0,0,3,1,0,1,0,4,2,2,0,1,3,1,0,0,1,1,1,1,1,1,1,3,2,3,0,0,4,9,2
0,0,2,0,0,1,4,0,0,3,0,0,3,1,0,0,1,1,1,0,1,1,0,3,2,3,1,4,4,0,2
0,0,3,1,0,1,0,0,4,2,0,1,3,0,0,0,1,1,0,1,1,1,0,3,3,3,2,2,4,2,2
0,0,2,1,0,0,0,4,3,3,0,1,3,0,0,0,1,1,0,1,1,1,1,4,1,1,0,1,4,23,1
0,0,2,1,0,1,1,1,2,2,0,1,3,0,0,0,1,0,0,1,1,0,1,3,1,1,0,0,2,12,3
0,0,2,0,1,1,1,1,3,3,0,1,3,1,0,0,1,1,1,1,1,1,0,2,2,1,1,1,2,3,2
0,0,2,1,0,1,4,3,3,3,0,0,3,1,0,0,1,0,0,0,1,1,0,2,3,2,1,2,4,1,1
0,0,2,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,2,2,2,1,2,1,0,1
0,1,3,1,0,1,0,0,2,2,0,1,3,1,0,0,0,0,1,1,1,1,0,3,2,2,1,1,2,3,2
0,1,2,1,0,1,4,4,2,3,3,1,3,3,0,0,0,0,1,0,1,1,0,3,2,4,2,4,4,3,1
0,1,2,0,0,1,1,1,3,2,0,1,2,3,0,0,1,0,0,1,1,1,0,3,3,4,4,4,3,8,2
0,0,2,1,0,1,0,0,4,3,0,1,3,1,0,0,1,1,1,1,1,1,0,4,3,3,0,2,3,7,3
0,0,2,1,0,1,0,0,4,4,0,1,0,1,0,0,1,1,0,0,1,1,1,3,2,2,0,1,3,4,1
0,1,3,1,1,1,1,1,2,2,0,1,3,2,0,0,1,0,1,1,1,1,0,3,4,4,1,3,4,2,3
0,0,2,0,0,1,1,0,0,2,0,0,3,1,0,0,1,0,0,1,1,1,1,3,3,2,0,0,4,7,1
0,0,3,1,0,1,4,4,3,3,1,1,3,0,0,0,0,0,1,1,1,1,0,4,2,3,0,0,3,0,3
0,0,3,1,1,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,1,1,1,3,2,2,0,0,1,0,3
0,0,3,0,0,1,1,1,0,2,0,1,0,2,0,0,0,0,1,1,1,0,0,3,3,3,0,0,3,0,3
0,0,2,1,0,1,4,0,3,2,0,1,3,1,0,0,0,0,0,1,1,1,0,3,3,4,0,2,4,16,1
0,0,4,0,0,0,4,3,3,0,1,2,3,1,1,0,0,1,0,1,1,0,0,4,3,2,0,1,4,12,1
0,0,2,1,0,1,4,1,2,2,1,1,3,0,0,0,1,1,0,1,1,1,1,3,2,1,1,2,1,0,3
0,0,3,1,1,1,4,4,3,3,1,1,3,2,0,0,1,0,0,1,1,1,0,4,2,2,0,0,0,7,1
0,0,2,0,0,0,4,1,2,2,1,1,3,0,0,0,1,1,0,1,1,1,0,3,2,2,1,2,1,4,2
0,0,4,1,0,1,1,3,3,3,1,2,3,1,1,0,0,1,1,1,1,1,1,3,2,3,0,2,2,4,2
0,1,3,1,0,1,0,0,4,3,1,0,3,0,1,0,1,0,1,1,1,1,0,3,2,2,1,1,1,0,2
0,1,3,1,1,1,4,0,3,2,1,1,3,0,0,0,0,0,1,1,1,1,1,3,2,2,0,2,4,11,1
0,0,2,1,0,0,1,1,0,0,1,0,3,0,1,0,1,0,0,1,1,1,1,2,2,0,0,1,3,0,3
0,0,3,1,0,1,1,4,0,2,0,1,3,1,0,0,1,0,0,1,1,1,0,3,2,2,0,1,2,4,2
0,0,3,1,0,1,4,1,2,3,2,1,3,1,0,0,0,0,0,1,1,1,1,4,3,2,1,2,0,7,1
0,1,3,0,0,1,0,4,4,3,0,1,3,1,0,0,0,0,0,1,1,1,1,4,2,1,0,1,3,9,1
0,1,3,1,0,1,0,4,4,2,0,1,3,1,0,0,1,1,0,1,1,1,1,4,3,4,1,2,4,0,2
0,0,2,1,0,1,0,4,1,2,3,1,3,1,0,0,1,1,1,1,1,1,1,3,3,2,0,2,3,0,1
1,1,3,0,0,1,4,1,2,2,0,1,0,3,1,0,1,0,0,0,1,1,0,1,4,4,4,4,4,10,1
1,1,4,0,0,1,3,3,2,3,1,2,1,0,3,0,0,0,0,1,1,1,0,4,3,3,2,2,1,8,3
1,1,2,1,0,1,4,4,1,2,0,1,0,0,0,0,1,1,0,1,1,1,0,3,4,3,1,2,2,2,1
1,1,3,1,1,1,3,4,0,3,0,1,3,3,1,0,0,0,0,1,0,1,1,3,2,2,1,2,2,7,3
1,1,4,0,0,1,3,3,2,2,1,2,1,3,1,0,1,0,0,1,1,1,0,3,3,3,2,2,4,4,3
1,1,2,0,0,1,0,4,3,2,1,1,0,0,0,0,1,1,1,0,1,1,1,3,4,4,0,2,1,4,2
1,0,3,1,0,1,4,4,3,3,0,0,3,0,0,0,1,0,0,1,1,0,1,4,2,3,0,0,4,0,3
1,0,2,0,0,1,0,0,4,3,2,0,0,0,0,0,1,1,1,1,1,1,0,3,2,2,0,1,4,4,1
1,0,2,1,1,0,4,1,3,2,3,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,4,2,2
1,1,3,1,1,1,3,3,2,3,1,0,0,3,0,0,0,0,0,0,1,1,1,2,2,1,0,1,2,4,2
1,0,3,1,1,1,3,3,0,3,0,0,0,1,0,0,0,0,0,1,1,1,0,4,2,1,0,0,3,0,0
1,0,3,0,1,0,3,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,1,3,2,3,0,3,4,0,1
1,1,3,0,1,1,3,3,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,3,3,2,1,2,4,2,2
1,0,3,1,0,1,4,4,3,3,2,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,0,2,2,0,2
1,0,2,1,1,1,0,0,0,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,2,3,0,0,0,0,1
1,0,2,0,0,1,3,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,2,0,2
1,1,3,0,0,1,3,4,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0,2,2,3,1,3,2,4,2
1,1,3,1,1,1,0,0,4,3,2,1,0,1,0,0,0,1,0,1,1,1,1,3,1,1,1,1,4,0,1
1,0,2,0,0,1,3,3,2,3,3,1,1,3,1,0,1,1,0,1,1,1,1,4,1,0,0,1,0,0,3
1,0,3,1,0,1,1,4,0,3,0,0,0,3,0,0,1,1,0,1,1,1,1,4,1,2,0,1,3,0,2
1,0,3,0,0,1,0,0,2,4,2,0,1,0,0,0,1,1,0,0,1,1,1,2,1,1,3,1,4,10,2
1,0,4,1,1,1,4,1,3,3,1,2,0,0,2,0,0,0,1,1,1,0,1,2,1,1,0,0,2,4,3
1,1,3,0,1,1,3,1,0,3,2,0,1,3,0,0,1,1,1,1,0,1,1,3,2,2,1,2,2,3,2
1,0,2,1,0,1,1,1,2,0,1,1,3,1,0,0,0,0,1,1,1,0,1,2,3,2,0,0,2,8,2
1,0,2,0,0,1,3,1,2,2,0,1,3,3,0,0,0,0,1,1,1,1,0,2,4,4,0,2,0,14,3
1,0,3,0,1,1,0,0,2,2,3,1,0,1,0,0,0,0,0,1,1,1,0,4,3,3,0,0,0,0,0
1,0,3,0,0,1,3,3,2,2,1,1,2,1,0,0,0,0,0,1,1,1,0,3,2,1,0,1,3,2,3
1,0,5,1,0,1,0,1,1,2,0,2,0,1,2,0,1,1,0,0,1,1,1,4,3,2,0,0,2,4,1
1,0,3,0,1,1,0,0,4,3,0,1,3,0,0,0,0,1,1,1,1,1,0,4,3,2,2,3,1,4,3
1,0,3,1,0,1,4,4,2,2,1,1,3,0,0,0,0,1,0,1,1,1,1,3,0,2,0,1,0,0,1
1,0,2,0,0,1,4,3,0,2,3,1,3,0,0,0,1,1,1,0,1,1,0,3,4,3,1,2,0,17,2
1,1,3,1,0,1,0,0,4,4,1,0,3,0,0,0,0,1,1,0,1,1,0,2,1,3,0,3,1,4,1
1,1,3,0,0,1,1,3,2,2,2,1,0,3,0,0,0,0,1,0,1,1,1,3,3,2,0,2,4,5,3
1,1,2,1,0,1,1,4,2,3,1,0,0,0,0,0,0,0,1,1,1,1,0,3,3,2,0,0,2,2,2
1,1,4,0,0,1,3,3,2,3,2,1,0,3,1,0,0,0,0,1,1,0,0,3,2,1,0,2,4,0,3
1,1,3,0,0,1,0,1,2,2,1,0,0,3,1,0,0,1,0,1,1,0,0,4,3,2,3,2,2,14,3
1,0,3,0,0,1,1,1,0,2,2,1,0,1,0,0,0,1,0,1,1,0,0,4,2,2,0,2,3,2,3
1,0,3,0,0,1,0,0,4,0,3,1,1,3,0,0,1,1,1,1,1,1,1,3,3,2,1,1,4,7,3
1,0,4,0,0,1,1,4,3,2,0,1,3,1,1,0,0,0,1,0,1,1,0,4,3,1,0,1,4,0,3
1,0,3,1,1,1,4,3,4,3,0,1,3,0,0,0,1,1,0,1,1,1,0,3,2,3,0,0,0,0,3
1,0,3,1,0,1,3,3,2,2,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,3
1,1,5,1,1,0,1,1,3,3,0,2,3,0,2,0,1,1,0,1,1,0,0,4,4,3,3,4,3,11,3
1,1,2,1,1,1,4,3,3,3,0,1,0,3,0,0,0,0,0,0,1,1,0,1,3,4,2,3,1,3,0
1,1,6,0,0,1,3,3,2,2,0,2,3,3,3,0,0,0,0,0,1,0,0,4,4,2,2,2,2,3,3
1,1,3,0,1,1,4,1,3,2,0,1,1,3,0,0,0,0,0,0,1,1,0,3,3,0,2,3,4,0,2
1,1,4,1,1,1,3,3,2,0,0,0,3,3,0,0,0,0,0,1,1,1,0,2,1,2,2,2,4,5,3
